Plant Name,Distribution Map URL
Cordia dichotoma FORST. F.,http://envis.frlht.org/distrimaps/geomaps/645.jpg
Cordia latifolia ROXB.,http://envis.frlht.org/distrimaps/geomaps/649.jpg
Cordia myxa SENU CL.,http://envis.frlht.org/distrimaps/geomaps/645.jpg
Cordia obliqua WILLD.,http://envis.frlht.org/distrimaps/geomaps/649.jpg
Corydalis govaniana WALL.,http://envis.frlht.org/distrimaps/geomaps/654.jpg
Coscinium fenestratum (GAERTN.) COLEB.,http://envis.frlht.org/distrimaps/geomaps/656.jpg
Costus speciosus (KOEN. EX RETZ.) SM.,http://envis.frlht.org/distrimaps/geomaps/657.jpg
Crataeva magna (LOUR.) DC.,http://envis.frlht.org/distrimaps/geomaps/662.jpg
Crataeva marmelos L.,http://envis.frlht.org/distrimaps/geomaps/63.jpg
Crataeva nurvala SENSU KANJ. & DAS,http://envis.frlht.org/distrimaps/geomaps/662.jpg
Crataeva religiosa FORST.,http://envis.frlht.org/distrimaps/geomaps/662.jpg
Crataeva tapia -,http://envis.frlht.org/distrimaps/geomaps/662.jpg
Crepidium acuminatum (D.DON) SZLAC.,http://envis.frlht.org/distrimaps/geomaps/7559.jpg
Crotalaria verrucosa L.,http://envis.frlht.org/distrimaps/geomaps/672.jpg
Croton plicatum VAHL,http://envis.frlht.org/distrimaps/geomaps/521.jpg
Croton polyandrum ROXB.,http://envis.frlht.org/distrimaps/geomaps/279.jpg
Croton sebiferum L.,http://envis.frlht.org/distrimaps/geomaps/676.jpg
Cryptolepis buchananii ROEMER & SCHULTES,http://envis.frlht.org/distrimaps/geomaps/678.jpg
Cucumis colocynthis L.,http://envis.frlht.org/distrimaps/geomaps/551.jpg
Cucumis madraspatanus L.,http://envis.frlht.org/distrimaps/geomaps/1474.jpg
Curculigo orchioides GAERTN.,http://envis.frlht.org/distrimaps/geomaps/700.jpg
Curcuma angustifolia ROXB.,http://envis.frlht.org/distrimaps/geomaps/702.jpg
Curcuma zedoaria (CHRIST.) ROSCOE,http://envis.frlht.org/distrimaps/geomaps/705.jpg
Curcuma zerumbet ROXB.,http://envis.frlht.org/distrimaps/geomaps/705.jpg
Cuscuta reflexa ROXB.,http://envis.frlht.org/distrimaps/geomaps/707.jpg
Cyathula prostrata BLUME,http://envis.frlht.org/distrimaps/geomaps/711.jpg
Cycas circinalis L.,http://envis.frlht.org/distrimaps/geomaps/715.jpg
Cyclea arnotii MIERS.,http://envis.frlht.org/distrimaps/geomaps/712.jpg
Cyclea burmanni (DC.) HOOK.F. TH.,http://envis.frlht.org/distrimaps/geomaps/712.jpg
Cyclea peltata (LAM.) HOOK. F. & THOMSON,http://envis.frlht.org/distrimaps/geomaps/712.jpg
Cymbopogon martini (ROXB.) WATS,http://envis.frlht.org/distrimaps/geomaps/725.jpg
Cynanchum extensum JACQ.,http://envis.frlht.org/distrimaps/geomaps/1617.jpg
Cyperus esculentus L.,http://envis.frlht.org/distrimaps/geomaps/738.jpg
Cyperus rotundus L.,http://envis.frlht.org/distrimaps/geomaps/742.jpg
Dactylorhiza hatagirea (DON.)  SOO,http://envis.frlht.org/distrimaps/geomaps/3511.jpg
Daemia extensa R.BR.,http://envis.frlht.org/distrimaps/geomaps/1617.jpg
Dalbergia emarginata ROXB.,http://envis.frlht.org/distrimaps/geomaps/753.jpg
Dalbergia latifolia ROXB.,http://envis.frlht.org/distrimaps/geomaps/753.jpg
Dalbergia sissoides GRAHAM EX. WIGHT & ARN.,http://envis.frlht.org/distrimaps/geomaps/755.jpg
Dalbergia sissoo ROXB.,http://envis.frlht.org/distrimaps/geomaps/756.jpg
Datura innoxia MILL.,http://envis.frlht.org/distrimaps/geomaps/760.jpg
Datura stramonium L.,http://envis.frlht.org/distrimaps/geomaps/766.jpg
Datura tatula L.,http://envis.frlht.org/distrimaps/geomaps/766.jpg
Decalepis hamiltonii WIGHT & ARN.,http://envis.frlht.org/distrimaps/geomaps/770.jpg
Delima scandens (L.) MERR.,http://envis.frlht.org/distrimaps/geomaps/4296.jpg
Delonix elata (L.) GAMBLE,http://envis.frlht.org/distrimaps/geomaps/772.jpg
Delphaenium denudatum WALL.,http://envis.frlht.org/distrimaps/geomaps/775.jpg
Delphinium bruonianum ROYLE,http://envis.frlht.org/distrimaps/geomaps/773.jpg
Delphinium cashmirianum ROYLE,http://envis.frlht.org/distrimaps/geomaps/774.jpg
Delphinium denudatum WALL. EX HOOK. F. & THOMS.,http://envis.frlht.org/distrimaps/geomaps/775.jpg
Delphinium glaciale HOOK.F. & THOMSON,http://envis.frlht.org/distrimaps/geomaps/776.jpg
Delphinium kashmirianum ROYLE.,http://envis.frlht.org/distrimaps/geomaps/774.jpg
Delphinium kohatense (BRUHL.) MUNZ,http://envis.frlht.org/distrimaps/geomaps/777.jpg
Delphinium saniculifolium AUCT NON BOISS.,http://envis.frlht.org/distrimaps/geomaps/777.jpg
Dendrophthoe elastica (DESR.) DANSER,http://envis.frlht.org/distrimaps/geomaps/4679.jpg
Dendrophthoe falcata (L.F) ETTING.,http://envis.frlht.org/distrimaps/geomaps/782.jpg
Derris indica (LAM.) BENNET,http://envis.frlht.org/distrimaps/geomaps/788.jpg
Desmanthus cinereus WILLD.,http://envis.frlht.org/distrimaps/geomaps/804.jpg
Desmodium gangeticum (L.) DC.,http://envis.frlht.org/distrimaps/geomaps/789.jpg
Desmodium pulchellum BENTH.EX. BAKER.,http://envis.frlht.org/distrimaps/geomaps/797.jpg
Desmodium triflorum DC.,http://envis.frlht.org/distrimaps/geomaps/798.jpg
Desmostachya bipinnata STAPF,http://envis.frlht.org/distrimaps/geomaps/801.jpg
Dichrostachys cinerea WIGHT & ARN.,http://envis.frlht.org/distrimaps/geomaps/804.jpg
Didymocarpus pedicellata R.BR.,http://envis.frlht.org/distrimaps/geomaps/806.jpg
Dienia muscifera LINDL.,http://envis.frlht.org/distrimaps/geomaps/1369.jpg
Dillenia pentagyna ROXB.,http://envis.frlht.org/distrimaps/geomaps/811.jpg
Dioscorea bulbifera L.,http://envis.frlht.org/distrimaps/geomaps/819.jpg
Dioscorea crispata ROXB.,http://envis.frlht.org/distrimaps/geomaps/819.jpg
Dioscorea oppositifolia L.,http://envis.frlht.org/distrimaps/geomaps/824.jpg
Dioscorea pentaphylla L.,http://envis.frlht.org/distrimaps/geomaps/826.jpg
Dioscorea prazeri PRAIN & BURKILL,http://envis.frlht.org/distrimaps/geomaps/825.jpg
Dioscorea sativa AUCT. NON L.,http://envis.frlht.org/distrimaps/geomaps/819.jpg
Diospyros candolleana WIGHT,http://envis.frlht.org/distrimaps/geomaps/828.jpg
Diospyros melanoxylon ROXB.,http://envis.frlht.org/distrimaps/geomaps/836.jpg
Diospyros paniculata DALZ.,http://envis.frlht.org/distrimaps/geomaps/838.jpg
Diplocyclos palmatus (L.) JAFFREY,http://envis.frlht.org/distrimaps/geomaps/839.jpg
Dipterocarpus alatus ROXB.,http://envis.frlht.org/distrimaps/geomaps/841.jpg
Dipterocarpus turbinatus GAERTN. F.,http://envis.frlht.org/distrimaps/geomaps/842.jpg
Dolichos cylindricus DESV.,http://envis.frlht.org/distrimaps/geomaps/2203.jpg
"Dolichos pruriens (L,)",http://envis.frlht.org/distrimaps/geomaps/1471.jpg
Dolomaea macrocephala DC.,http://envis.frlht.org/distrimaps/geomaps/4195.jpg
Drimia indica (ROXB.) J.P. JESSOP,http://envis.frlht.org/distrimaps/geomaps/856.jpg
Dysoxylum malabaricum BEDD.,http://envis.frlht.org/distrimaps/geomaps/865.jpg
Ecbolium linneanum KURZ.,http://envis.frlht.org/distrimaps/geomaps/868.jpg
Ecbolium viride (FORSK.) ALSTON,http://envis.frlht.org/distrimaps/geomaps/868.jpg
Ecbolium virids (FORSSK.) ALSTON,http://envis.frlht.org/distrimaps/geomaps/868.jpg
Echinops echinatus ROXB.,http://envis.frlht.org/distrimaps/geomaps/871.jpg
Eclipta alba HASSK.,http://envis.frlht.org/distrimaps/geomaps/872.jpg
Eclipta erecta L.,http://envis.frlht.org/distrimaps/geomaps/872.jpg
Eclipta prostrata (L.) L.,http://envis.frlht.org/distrimaps/geomaps/872.jpg
Elaeocarpus ganitrus ROXB.,http://envis.frlht.org/distrimaps/geomaps/879.jpg
Elaeocarpus sphaericus (GAERTN.) K.SCHUM.,http://envis.frlht.org/distrimaps/geomaps/879.jpg
Elaeocarpus tuberculatus ROXB.,http://envis.frlht.org/distrimaps/geomaps/881.jpg
Elephantopus scaber L.,http://envis.frlht.org/distrimaps/geomaps/882.jpg
Embelia ribes BURM.F.,http://envis.frlht.org/distrimaps/geomaps/891.jpg
Embelia tsjeriam-cottam A.DC.,http://envis.frlht.org/distrimaps/geomaps/890.jpg
Emblica officinalis GAERTN.,http://envis.frlht.org/distrimaps/geomaps/892.jpg
Emilia sonchifolia (L.) DC.,http://envis.frlht.org/distrimaps/geomaps/894.jpg
Enicostemma axillare (LAM.) RAYNAL,http://envis.frlht.org/distrimaps/geomaps/896.jpg
Enicostemma hyssopifolium (WILLD.) VERDOORN,http://envis.frlht.org/distrimaps/geomaps/896.jpg
Enicostemma littorale BLUME,http://envis.frlht.org/distrimaps/geomaps/896.jpg
Enicostemma verticillatum (L.) ENGL.,http://envis.frlht.org/distrimaps/geomaps/896.jpg
Ephedra gerardiana WALL.,http://envis.frlht.org/distrimaps/geomaps/901.jpg
Ephedra vulgaris HOOK.F. NON A.RICH.,http://envis.frlht.org/distrimaps/geomaps/901.jpg
Eragrostis cynosuroides BEAUV.,http://envis.frlht.org/distrimaps/geomaps/801.jpg
Erianthus munja JESW.,http://envis.frlht.org/distrimaps/geomaps/1831.jpg
Eugenia caryophyllaea WIGHT,http://envis.frlht.org/distrimaps/geomaps/2025.jpg
Eugenia jambolana LAM.,http://envis.frlht.org/distrimaps/geomaps/2029.jpg
Eugenia racemosa L.,http://envis.frlht.org/distrimaps/geomaps/293.jpg
Eulaliopsis binata (RETZ.) C.E. HUBBARD,http://envis.frlht.org/distrimaps/geomaps/919.jpg
Eulophia campestris WALL.,http://envis.frlht.org/distrimaps/geomaps/920.jpg
Euodia lanu-ankenda (GAERTN.)MERR.,http://envis.frlht.org/distrimaps/geomaps/946.jpg
Euonymus tingens WALL.,http://envis.frlht.org/distrimaps/geomaps/925.jpg
Euphorbia antiquorum L.,http://envis.frlht.org/distrimaps/geomaps/928.jpg
Euphorbia hirta L.,http://envis.frlht.org/distrimaps/geomaps/930.jpg
Euphorbia nivulia BUCH.-HAM.,http://envis.frlht.org/distrimaps/geomaps/937.jpg
Euphorbia pilulifera L.,http://envis.frlht.org/distrimaps/geomaps/930.jpg
Euphorbia royleana BOISS.,http://envis.frlht.org/distrimaps/geomaps/939.jpg
Euphorbia thymifolia L.,http://envis.frlht.org/distrimaps/geomaps/941.jpg
Euphorbia tortilis ROTTLER,http://envis.frlht.org/distrimaps/geomaps/943.jpg
Euryale ferox SALISB.,http://envis.frlht.org/distrimaps/geomaps/945.jpg
Evodia lunu-ankenda MERRILL,http://envis.frlht.org/distrimaps/geomaps/946.jpg
Evodia roxburghiana BENTH.,http://envis.frlht.org/distrimaps/geomaps/946.jpg
Evolvulus alsinoides L.,http://envis.frlht.org/distrimaps/geomaps/949.jpg
Evolvulus emarginatus BURM.F.,http://envis.frlht.org/distrimaps/geomaps/1419.jpg
Excoecaria agallocha L.,http://envis.frlht.org/distrimaps/geomaps/951.jpg
Fagonia arabica L.,http://envis.frlht.org/distrimaps/geomaps/954.jpg
Fagonia cretica L.,http://envis.frlht.org/distrimaps/geomaps/954.jpg
Fagonia indica L. Var. schweinfurthii HADIDI,http://envis.frlht.org/distrimaps/geomaps/954.jpg
Ferula jaeschkeana VATKE,http://envis.frlht.org/distrimaps/geomaps/961.jpg
Ferula narthex BOISS.,http://envis.frlht.org/distrimaps/geomaps/962.jpg
Ficus amplissima SMITH.,http://envis.frlht.org/distrimaps/geomaps/994.jpg
Ficus arnottiana (MIQ.) MIQ.,http://envis.frlht.org/distrimaps/geomaps/958.jpg
Ficus bengalensis L.,http://envis.frlht.org/distrimaps/geomaps/969.jpg
Ficus dalhousiae MIQ.,http://envis.frlht.org/distrimaps/geomaps/971.jpg
Ficus religiosa L.,http://envis.frlht.org/distrimaps/geomaps/987.jpg
Ficus tsiela ROXB.,http://envis.frlht.org/distrimaps/geomaps/994.jpg
Ficus tsjakela BURM .F.,http://envis.frlht.org/distrimaps/geomaps/993.jpg
Flacourtia cataphracta ROXB. EX WILLD.,http://envis.frlht.org/distrimaps/geomaps/1002.jpg
Flacourtia indica (BURM.F.),http://envis.frlht.org/distrimaps/geomaps/1000.jpg
Flacourtia jangomas (LOUR.) RAEUSCH.,http://envis.frlht.org/distrimaps/geomaps/1002.jpg
Flacourtia sepiaria ROXB.,http://envis.frlht.org/distrimaps/geomaps/1000.jpg
Flemingia congesta ROXB.,http://envis.frlht.org/distrimaps/geomaps/1006.jpg
Flemingia macrophylla (WILLD.) O.KTZE. EX MERR.,http://envis.frlht.org/distrimaps/geomaps/1006.jpg
Flemingia stricta ROXB.,http://envis.frlht.org/distrimaps/geomaps/1006.jpg
Flickingeria macraei (LINDL.)  BENNET,http://envis.frlht.org/distrimaps/geomaps/1009.jpg
Flickingeria nodosa (DALZ.) SEIDENF.,http://envis.frlht.org/distrimaps/geomaps/1011.jpg
Fluegea leucopyrus WIGHT.,http://envis.frlht.org/distrimaps/geomaps/1883.jpg
Flueggea leucopyrus WILLD.,http://envis.frlht.org/distrimaps/geomaps/1883.jpg
Fraxinus floribunda WALL.,http://envis.frlht.org/distrimaps/geomaps/1018.jpg
Fritillaria roylei HOOK.,http://envis.frlht.org/distrimaps/geomaps/1019.jpg
Fumaria indica PUGSLEY,http://envis.frlht.org/distrimaps/geomaps/1023.jpg
Fumaria parviflora AUCT. NON. LAM.,http://envis.frlht.org/distrimaps/geomaps/1023.jpg
Fumaria vaillantii LOISEL,http://envis.frlht.org/distrimaps/geomaps/1023.jpg
Galega purpurea L.,http://envis.frlht.org/distrimaps/geomaps/2057.jpg
Garcinia cambogia GAERTN. DESR.,http://envis.frlht.org/distrimaps/geomaps/4811.jpg
Garcinia gummi-gutta (L.) ROBS.,http://envis.frlht.org/distrimaps/geomaps/4811.jpg
Garcinia indica (DUP.) CHOISY,http://envis.frlht.org/distrimaps/geomaps/1027.jpg
Garcinia morella (GAERTN.) DESR.,http://envis.frlht.org/distrimaps/geomaps/1029.jpg
Garcinia pedunculata ROXB.,http://envis.frlht.org/distrimaps/geomaps/1030.jpg
Garcinia pictoria ROXB.,http://envis.frlht.org/distrimaps/geomaps/1031.jpg
Garcinia purpurea G.DON.,http://envis.frlht.org/distrimaps/geomaps/1027.jpg
Garcinia tinctoria (DC.) W.F. WIGHT,http://envis.frlht.org/distrimaps/geomaps/1032.jpg
Garcinia xanthochymus HOOK.F.,http://envis.frlht.org/distrimaps/geomaps/1032.jpg
Gardenia dumetorum RETZ.,http://envis.frlht.org/distrimaps/geomaps/477.jpg
Gardenia floribunda ROXB.,http://envis.frlht.org/distrimaps/geomaps/477.jpg
Gardenia gummifera L.F.,http://envis.frlht.org/distrimaps/geomaps/1035.jpg
Gardenia lucida ROXB.,http://envis.frlht.org/distrimaps/geomaps/1038.jpg
Gardenia resinifera ROTH.,http://envis.frlht.org/distrimaps/geomaps/1038.jpg
Garuga pinnata ROXB.,http://envis.frlht.org/distrimaps/geomaps/1041.jpg
Gentiana kurroo ROYLE.,http://envis.frlht.org/distrimaps/geomaps/1044.jpg
Glinus dictamnoides BURM.F.,http://envis.frlht.org/distrimaps/geomaps/1049.jpg
Glinus lotoides L.,http://envis.frlht.org/distrimaps/geomaps/1049.jpg
Glinus oppositifolius (L.) A.DC.,http://envis.frlht.org/distrimaps/geomaps/1050.jpg
Gloriosa superba L.,http://envis.frlht.org/distrimaps/geomaps/1052.jpg
Glossocardia bosvallea DC.,http://envis.frlht.org/distrimaps/geomaps/1053.jpg
Glossocardia linearifolia CASS.,http://envis.frlht.org/distrimaps/geomaps/1053.jpg
Glycine labialis L.F.,http://envis.frlht.org/distrimaps/geomaps/2064.jpg
Gmelina arborea L.,http://envis.frlht.org/distrimaps/geomaps/1063.jpg
Gmelina asiatica L.,http://envis.frlht.org/distrimaps/geomaps/1064.jpg
Gratiola monnieria L.,http://envis.frlht.org/distrimaps/geomaps/269.jpg
Grewia asiatica MAST.,http://envis.frlht.org/distrimaps/geomaps/4819.jpg
Grewia subinaequalis DC.,http://envis.frlht.org/distrimaps/geomaps/4819.jpg
Guilandina bonducella L.,http://envis.frlht.org/distrimaps/geomaps/384.jpg
Gymnema aurantiaca WALL.,http://envis.frlht.org/distrimaps/geomaps/1305.jpg
Gymnema spartium WALL.,http://envis.frlht.org/distrimaps/geomaps/1307.jpg
Gymnema sylvestre R.BR.,http://envis.frlht.org/distrimaps/geomaps/1085.jpg
Gynandropsis gynandra BRIQUET,http://envis.frlht.org/distrimaps/geomaps/578.jpg
Gynandropsis pentaphylla L.,http://envis.frlht.org/distrimaps/geomaps/578.jpg
Gynocardia odorata R.BR.,http://envis.frlht.org/distrimaps/geomaps/1090.jpg
Habenaria edgeworthii HOOK. F. EX COLLETT,http://envis.frlht.org/distrimaps/geomaps/1093.jpg
Habenaria intermedia DON.,http://envis.frlht.org/distrimaps/geomaps/1094.jpg
Hardwickia binata ROXB.,http://envis.frlht.org/distrimaps/geomaps/1102.jpg
Hedyotis corymbosa (L.) LAM.,http://envis.frlht.org/distrimaps/geomaps/1107.jpg
Hedyotis herbacea L.,http://envis.frlht.org/distrimaps/geomaps/1110.jpg
Hedyotis puberula R.BR.,http://envis.frlht.org/distrimaps/geomaps/1112.jpg
Hedyotis umbellata (L.) LAM.,http://envis.frlht.org/distrimaps/geomaps/1112.jpg
Hedysarum alhagi L.,http://envis.frlht.org/distrimaps/geomaps/107.jpg
Hedysarum gangeticum L.,http://envis.frlht.org/distrimaps/geomaps/789.jpg
Hedysarum triflorum L.,http://envis.frlht.org/distrimaps/geomaps/798.jpg
Hedysarum tuberosum L.,http://envis.frlht.org/distrimaps/geomaps/1770.jpg
Helicanthes elastica (DESR.) DANSER,http://envis.frlht.org/distrimaps/geomaps/4679.jpg
Helicteres isora L.,http://envis.frlht.org/distrimaps/geomaps/1116.jpg
Helicteres isora L. Var. tomentosa -,http://envis.frlht.org/distrimaps/geomaps/1116.jpg
Heliotropium indicum L.,http://envis.frlht.org/distrimaps/geomaps/1119.jpg
Heliotropium keralense SIV. & MANL.,http://envis.frlht.org/distrimaps/geomaps/1121.jpg
Heliotropium rariflorum STOCKS,http://envis.frlht.org/distrimaps/geomaps/1122.jpg
Hemidesmus indicus (L.) SCHULT.,http://envis.frlht.org/distrimaps/geomaps/1125.jpg
Hemionitis arifolia (BURM.) MOORE,http://envis.frlht.org/distrimaps/geomaps/1127.jpg
Herpestis monniera (L.) H.B. & K.,http://envis.frlht.org/distrimaps/geomaps/269.jpg
Hesperethusa crenulata (ROXB.) M. ROEM.,http://envis.frlht.org/distrimaps/geomaps/1502.jpg
Hibiscus abelmoschus L.,http://envis.frlht.org/distrimaps/geomaps/7.jpg
Hibiscus cancellatus ROXB.,http://envis.frlht.org/distrimaps/geomaps/1.jpg
Hibiscus ficulneus L.,http://envis.frlht.org/distrimaps/geomaps/5.jpg
Hibiscus tiliaceus L.,http://envis.frlht.org/distrimaps/geomaps/1137.jpg
Holarrhena antidysenterica (ROTH.) A.DC.,http://envis.frlht.org/distrimaps/geomaps/1140.jpg
Holarrhena pubescens (BUCH.-HAM.) WALLICH EX DO,http://envis.frlht.org/distrimaps/geomaps/1140.jpg
Holoptelea integrifolia (ROXB.) PLANCHON,http://envis.frlht.org/distrimaps/geomaps/1142.jpg
Holostemma ada-kodien SCHULT.,http://envis.frlht.org/distrimaps/geomaps/1143.jpg
Holostemma annulare (ROXB.) K.SCHUM.,http://envis.frlht.org/distrimaps/geomaps/1143.jpg
Holostemma rheedianum SPRENG.,http://envis.frlht.org/distrimaps/geomaps/1143.jpg
Holostemma rheedii WALL.,http://envis.frlht.org/distrimaps/geomaps/1143.jpg
Homonoia riparia LOUR.,http://envis.frlht.org/distrimaps/geomaps/1146.jpg
Hugonia mystax L.,http://envis.frlht.org/distrimaps/geomaps/1149.jpg
Humboldtia vahliana WIGHT,http://envis.frlht.org/distrimaps/geomaps/1148.jpg
Hybanthus enneaspermus (L.F.) MUELL.,http://envis.frlht.org/distrimaps/geomaps/1150.jpg
Hydnocarpus inebrians VAHL,http://envis.frlht.org/distrimaps/geomaps/1155.jpg
Hydnocarpus kurzii (KING) WARB.,http://envis.frlht.org/distrimaps/geomaps/1152.jpg
Hydnocarpus laurifolia (DENNST.) STEUM.,http://envis.frlht.org/distrimaps/geomaps/1155.jpg
Hydnocarpus pentandra (BUCH.-HAM.) OKEN,http://envis.frlht.org/distrimaps/geomaps/1155.jpg
Hydnocarpus wightiana BLUME,http://envis.frlht.org/distrimaps/geomaps/1155.jpg
Hydrocotyle asiatica L.,http://envis.frlht.org/distrimaps/geomaps/497.jpg
Hygrophila auriculata (SCHUMACH.) HEINE,http://envis.frlht.org/distrimaps/geomaps/1158.jpg
Hygrophila schulli (HAM.) M.R. & S.M. ALMEIDA,http://envis.frlht.org/distrimaps/geomaps/1158.jpg
Hygrophila spinosa T. ANDER.,http://envis.frlht.org/distrimaps/geomaps/1158.jpg
Hygroryza aristata NEES,http://envis.frlht.org/distrimaps/geomaps/1163.jpg
Hyoscyamus niger L.,http://envis.frlht.org/distrimaps/geomaps/1166.jpg
Hypoxis orchioides KURZ.,http://envis.frlht.org/distrimaps/geomaps/700.jpg
Ichnocarpus frutescens R.BR.,http://envis.frlht.org/distrimaps/geomaps/1169.jpg
Illecebrum lanatum ROXB.,http://envis.frlht.org/distrimaps/geomaps/65.jpg
Imperata arundinacea CYR.,http://envis.frlht.org/distrimaps/geomaps/1173.jpg
Imperata cylindrica (L.) RAEUSCH.,http://envis.frlht.org/distrimaps/geomaps/1173.jpg
Indigofera argentea BURM.F.,http://envis.frlht.org/distrimaps/geomaps/1178.jpg
Inula racemosa HOOK. F.,http://envis.frlht.org/distrimaps/geomaps/1188.jpg
Inula royleana DC.,http://envis.frlht.org/distrimaps/geomaps/1189.jpg
Ionidium enneaspermum VENT.,http://envis.frlht.org/distrimaps/geomaps/1150.jpg
Ionidium suffruticosum GING.,http://envis.frlht.org/distrimaps/geomaps/1150.jpg
Ipomoea biloba FORSSK.,http://envis.frlht.org/distrimaps/geomaps/1204.jpg
Ipomoea digitata L.,http://envis.frlht.org/distrimaps/geomaps/1198.jpg
Ipomoea hederacea AUCT. NON JACQ.,http://envis.frlht.org/distrimaps/geomaps/1202.jpg
Ipomoea mauritiana JACQ.,http://envis.frlht.org/distrimaps/geomaps/1198.jpg
Ipomoea nil (L.) ROTH.,http://envis.frlht.org/distrimaps/geomaps/1202.jpg
Ipomoea obscura KER.-GAWL.,http://envis.frlht.org/distrimaps/geomaps/1203.jpg
Ipomoea paniculata (L.) R.BR.,http://envis.frlht.org/distrimaps/geomaps/1198.jpg
"Ipomoea pes-caprae (L,) R.BR.",http://envis.frlht.org/distrimaps/geomaps/1204.jpg
Ipomoea pes-tigridis L.,http://envis.frlht.org/distrimaps/geomaps/1206.jpg
Ipomoea reniformis (ROXB.) CHOISY,http://envis.frlht.org/distrimaps/geomaps/1419.jpg
Ipomoea sepiaria ROXB.,http://envis.frlht.org/distrimaps/geomaps/1211.jpg
Ipomoea tridentata (L.)ROTH.,http://envis.frlht.org/distrimaps/geomaps/1213.jpg
Ipomoea turpethum (L..) R. BR.,http://envis.frlht.org/distrimaps/geomaps/1553.jpg
Iris ensata THUNB.,http://envis.frlht.org/distrimaps/geomaps/1215.jpg
Iris germanica L.,http://envis.frlht.org/distrimaps/geomaps/1217.jpg
Ixora coccinea L.,http://envis.frlht.org/distrimaps/geomaps/1222.jpg
Jatropha montana WILLD.,http://envis.frlht.org/distrimaps/geomaps/279.jpg
Juglans regia L.,http://envis.frlht.org/distrimaps/geomaps/1246.jpg
Juniperus communis L.,http://envis.frlht.org/distrimaps/geomaps/1247.jpg
Juniperus macropoda BOISS.,http://envis.frlht.org/distrimaps/geomaps/6177.jpg
Juniperus polycarpos C. KOCH.,http://envis.frlht.org/distrimaps/geomaps/6177.jpg
Jurinea dolomiaea BOISS,http://envis.frlht.org/distrimaps/geomaps/4195.jpg
Jurinea macrocephala (ROYLE) CL.,http://envis.frlht.org/distrimaps/geomaps/4195.jpg
Jurinea macrophylla BTH.,http://envis.frlht.org/distrimaps/geomaps/4195.jpg
Justicia adhatoda L.,http://envis.frlht.org/distrimaps/geomaps/1251.jpg
Justicia bicalyculata VAHL.,http://envis.frlht.org/distrimaps/geomaps/1621.jpg
Justicia ecbolium L.,http://envis.frlht.org/distrimaps/geomaps/868.jpg
Justicia paniculata (VAHL) CL.,http://envis.frlht.org/distrimaps/geomaps/181.jpg
Kaempferia galanga L.,http://envis.frlht.org/distrimaps/geomaps/1263.jpg
Kalanchoe laciniata (L.) DC.,http://envis.frlht.org/distrimaps/geomaps/1265.jpg
Kirganelia reticulata BAILL.,http://envis.frlht.org/distrimaps/geomaps/1649.jpg
Lagenandra ovata (L.) THW.,http://envis.frlht.org/distrimaps/geomaps/2456.jpg
Lagenandra toxicaria (L.) THW.,http://envis.frlht.org/distrimaps/geomaps/2456.jpg
Lagerstroemia flos-reginae RETZ.,http://envis.frlht.org/distrimaps/geomaps/1278.jpg
Lagerstroemia speciosa (L.) PERS.,http://envis.frlht.org/distrimaps/geomaps/1278.jpg
Lamprachaenium microcephalum BENTH.,http://envis.frlht.org/distrimaps/geomaps/1280.jpg
Lannea coromandelica (HOUTT.) MERRILL,http://envis.frlht.org/distrimaps/geomaps/1281.jpg
Lannea grandis (DENNST.) ENGL.,http://envis.frlht.org/distrimaps/geomaps/1281.jpg
Lasia spinosa THW.,http://envis.frlht.org/distrimaps/geomaps/1285.jpg
Leptadenia pyrotechnica DCNE,http://envis.frlht.org/distrimaps/geomaps/1307.jpg
Leptadenia reticulata (RETZ.) WIGHT & ARN.,http://envis.frlht.org/distrimaps/geomaps/1305.jpg
Leptadenia spartium WIGHT,http://envis.frlht.org/distrimaps/geomaps/1307.jpg
Lettsomia nervosa ROXB.,http://envis.frlht.org/distrimaps/geomaps/219.jpg
Leucas aspera (WILLD.) SPRENG.,http://envis.frlht.org/distrimaps/geomaps/1313.jpg
Leucas plukenetii (ROTH) SPRENG.,http://envis.frlht.org/distrimaps/geomaps/1313.jpg
Lilium polyphyllum DON.,http://envis.frlht.org/distrimaps/geomaps/1316.jpg
Limonia crenulata ROXB.,http://envis.frlht.org/distrimaps/geomaps/1502.jpg
Lippia nodiflora MICH.,http://envis.frlht.org/distrimaps/geomaps/1639.jpg
Litsea chinensis LAM.,http://envis.frlht.org/distrimaps/geomaps/1329.jpg
Litsea citrata BL.,http://envis.frlht.org/distrimaps/geomaps/1328.jpg
Litsea cubeba (LOUR.) PERS.,http://envis.frlht.org/distrimaps/geomaps/1328.jpg
Litsea glutimosa (LOUR.) C.B. ROBINSON,http://envis.frlht.org/distrimaps/geomaps/1329.jpg
Litsea glutinosa (LOUR.) ROBINSON,http://envis.frlht.org/distrimaps/geomaps/1329.jpg
Litsea sebifera PERS.,http://envis.frlht.org/distrimaps/geomaps/1329.jpg
Lobelia nicotianaefolia ROTH. EX. R. & S.,http://envis.frlht.org/distrimaps/geomaps/1333.jpg
Loranthus elasticus DESR.,http://envis.frlht.org/distrimaps/geomaps/4679.jpg
Loranthus falcatus L.F.,http://envis.frlht.org/distrimaps/geomaps/782.jpg
Loranthus longiflorus DESR.,http://envis.frlht.org/distrimaps/geomaps/782.jpg
