Plant Name,Distribution Map URL
Loranthus pentandrus HEYNE. EX SCHULT.F.,http://envis.frlht.org/distrimaps/geomaps/782.jpg
Luffa echinata ROXB.,http://envis.frlht.org/distrimaps/geomaps/1351.jpg
Luvunga scandens (BLUME) KURZ.,http://envis.frlht.org/distrimaps/geomaps/1354.jpg
Macrotomia benthamii DC.,http://envis.frlht.org/distrimaps/geomaps/225.jpg
Madhuca indica GMEL.,http://envis.frlht.org/distrimaps/geomaps/1360.jpg
Malaxis acuminata D.DON,http://envis.frlht.org/distrimaps/geomaps/7559.jpg
Malaxis biloba (LINDL.) AMES,http://envis.frlht.org/distrimaps/geomaps/7559.jpg
Malaxis muscifera (LINDLEY) KUNTZE,http://envis.frlht.org/distrimaps/geomaps/1369.jpg
Mallotus philippensis (LAM.) MUELL.-ARG.,http://envis.frlht.org/distrimaps/geomaps/1370.jpg
Mammea longifolia PLANCH. & TRIANA.,http://envis.frlht.org/distrimaps/geomaps/2470.jpg
Mammea suriga (BUCH.-HAM. EX ROXB.),http://envis.frlht.org/distrimaps/geomaps/2470.jpg
Mangifera sylvatica ROXB.,http://envis.frlht.org/distrimaps/geomaps/1380.jpg
Marsdenia roylei WIGHT,http://envis.frlht.org/distrimaps/geomaps/1386.jpg
Marsdenia tenacissima (ROXB.) MOON,http://envis.frlht.org/distrimaps/geomaps/1387.jpg
Marsilea quadrifolia L.,http://envis.frlht.org/distrimaps/geomaps/1390.jpg
Martnia diandra GLOX.,http://envis.frlht.org/distrimaps/geomaps/1391.jpg
Martynia annua L.,http://envis.frlht.org/distrimaps/geomaps/1391.jpg
Martynia diandra GLOX.,http://envis.frlht.org/distrimaps/geomaps/1391.jpg
Melastoma malabathricum L.,http://envis.frlht.org/distrimaps/geomaps/1397.jpg
Melia azadirachta L.,http://envis.frlht.org/distrimaps/geomaps/266.jpg
Melia azedarach L.,http://envis.frlht.org/distrimaps/geomaps/1398.jpg
Melothria maderaspatana (L.) COGN.,http://envis.frlht.org/distrimaps/geomaps/1474.jpg
Memecylon angustifolium WIGHT,http://envis.frlht.org/distrimaps/geomaps/1408.jpg
Memecylon edule ROXB.,http://envis.frlht.org/distrimaps/geomaps/1410.jpg
Menispermum cocculus L.,http://envis.frlht.org/distrimaps/geomaps/174.jpg
Menispermum cordifolium WILLD.,http://envis.frlht.org/distrimaps/geomaps/2086.jpg
Mentha longifolia (L.) HUDS.,http://envis.frlht.org/distrimaps/geomaps/1414.jpg
Merremia emarginata (BURM.F.) HALL.F.,http://envis.frlht.org/distrimaps/geomaps/1419.jpg
Merremia gangetica (L.) CUFO.,http://envis.frlht.org/distrimaps/geomaps/1419.jpg
Merremia hastata (DESR. ) HALLIER. F.,http://envis.frlht.org/distrimaps/geomaps/1213.jpg
Merremia tridentata (L.) HAILLIER Subsp. tridentata -,http://envis.frlht.org/distrimaps/geomaps/1213.jpg
Merremia tridentata (L.) HALL. F. Subsp. hastata (DESR.) OOST.,http://envis.frlht.org/distrimaps/geomaps/1213.jpg
Merremia tridentata (L.)H. HALL.,http://envis.frlht.org/distrimaps/geomaps/1213.jpg
Merremia turpethum RENDLE,http://envis.frlht.org/distrimaps/geomaps/1553.jpg
Mesua ferrea L.,http://envis.frlht.org/distrimaps/geomaps/1424.jpg
Mesua nagassarium (BURM.F.) KOSTERM.,http://envis.frlht.org/distrimaps/geomaps/1424.jpg
Meyna laxiflora ROBYNS,http://envis.frlht.org/distrimaps/geomaps/1425.jpg
Microstylis muscifera RIDL.,http://envis.frlht.org/distrimaps/geomaps/1369.jpg
Microstylis wallichii LINDL.,http://envis.frlht.org/distrimaps/geomaps/7559.jpg
Mimosa abstergens ROXB.,http://envis.frlht.org/distrimaps/geomaps/36.jpg
Mimosa amara ROXB.,http://envis.frlht.org/distrimaps/geomaps/93.jpg
Mimosa cineraria L.,http://envis.frlht.org/distrimaps/geomaps/1735.jpg
Mimosa pudica L.,http://envis.frlht.org/distrimaps/geomaps/1432.jpg
Mimusops elengi L.,http://envis.frlht.org/distrimaps/geomaps/1438.jpg
Modecca palmata LAM.,http://envis.frlht.org/distrimaps/geomaps/57.jpg
Moghania macrophylla KUNTZE,http://envis.frlht.org/distrimaps/geomaps/1006.jpg
Mollugo cerviana SER.,http://envis.frlht.org/distrimaps/geomaps/1444.jpg
Mollugo hirta THUNB.,http://envis.frlht.org/distrimaps/geomaps/1049.jpg
Mollugo lotoides (L.) O. KUNTZE,http://envis.frlht.org/distrimaps/geomaps/1049.jpg
Mollugo oppositifolia L.,http://envis.frlht.org/distrimaps/geomaps/1050.jpg
Mollugo spergula L.,http://envis.frlht.org/distrimaps/geomaps/1050.jpg
Momordica dioica ROXB. EX WILLD.,http://envis.frlht.org/distrimaps/geomaps/1453.jpg
Monetia barlerioides L HERIT.,http://envis.frlht.org/distrimaps/geomaps/267.jpg
Moniera cuneate -,http://envis.frlht.org/distrimaps/geomaps/269.jpg
Moniera cuneifolia MICHX.,http://envis.frlht.org/distrimaps/geomaps/269.jpg
Monochoria hastaefolia PRESL.,http://envis.frlht.org/distrimaps/geomaps/2644.jpg
Monochoria hastata SOLMS,http://envis.frlht.org/distrimaps/geomaps/2644.jpg
Monochoria vaginalis PRESL.,http://envis.frlht.org/distrimaps/geomaps/1459.jpg
Morinda citrifolia L.,http://envis.frlht.org/distrimaps/geomaps/1460.jpg
Morinda coreia BUCH.-HAM.,http://envis.frlht.org/distrimaps/geomaps/1461.jpg
Morinda pubescens J.E.SMITH IN REES Var. pubescens VERDC.,http://envis.frlht.org/distrimaps/geomaps/1461.jpg
Morinda pubescens SM.,http://envis.frlht.org/distrimaps/geomaps/1461.jpg
Morinda tinctoria ROXB. Var. tomentosa (ROTH) HK.F.,http://envis.frlht.org/distrimaps/geomaps/1461.jpg
Morinda tomentosa HEYNE EX ROTH,http://envis.frlht.org/distrimaps/geomaps/1461.jpg
Moringa concanensis NIMMO EX DALZ. & GIBSON,http://envis.frlht.org/distrimaps/geomaps/1464.jpg
Moringa conconensis NIMMO.,http://envis.frlht.org/distrimaps/geomaps/1464.jpg
Mucuna pruriens (L.) DC.,http://envis.frlht.org/distrimaps/geomaps/1471.jpg
Mucuna prurita HOOK.,http://envis.frlht.org/distrimaps/geomaps/1471.jpg
Mukia maderaspatana (L.) M.ROEMER,http://envis.frlht.org/distrimaps/geomaps/1474.jpg
Mukia scabrella (L..F.) ARN.,http://envis.frlht.org/distrimaps/geomaps/1474.jpg
Mussaenda frondosa L.,http://envis.frlht.org/distrimaps/geomaps/1483.jpg
Myrica esculenta BUCH.-HAM.,http://envis.frlht.org/distrimaps/geomaps/1485.jpg
Myrica sapida WALL.,http://envis.frlht.org/distrimaps/geomaps/1485.jpg
Myristica dactyloides GAERTN.,http://envis.frlht.org/distrimaps/geomaps/1489.jpg
Myristica malabarica LAM.,http://envis.frlht.org/distrimaps/geomaps/1492.jpg
Myrsine africana L.,http://envis.frlht.org/distrimaps/geomaps/1494.jpg
Myrtus caryophyllata L.,http://envis.frlht.org/distrimaps/geomaps/2025.jpg
Myxopyrum serratulum A.W. HILL.,http://envis.frlht.org/distrimaps/geomaps/1495.jpg
Nardostachys grandiflora DC.,http://envis.frlht.org/distrimaps/geomaps/1498.jpg
Nardostachys jatamansi DC.,http://envis.frlht.org/distrimaps/geomaps/1498.jpg
Naregamia alata WIGHT & ARN.,http://envis.frlht.org/distrimaps/geomaps/1501.jpg
Naringi crenulata (ROXB.) NICOLSON,http://envis.frlht.org/distrimaps/geomaps/1502.jpg
Nelumbium speciosum WILLD.,http://envis.frlht.org/distrimaps/geomaps/1504.jpg
Nelumbo nucifera GAERTN.,http://envis.frlht.org/distrimaps/geomaps/1504.jpg
Nepeta malabarica L.,http://envis.frlht.org/distrimaps/geomaps/190.jpg
Nerium antidysentericum L.,http://envis.frlht.org/distrimaps/geomaps/1140.jpg
Nerium indicum MILLER,http://envis.frlht.org/distrimaps/geomaps/1506.jpg
Nerium odorum SOLANED,http://envis.frlht.org/distrimaps/geomaps/1506.jpg
Nerium oleander L.,http://envis.frlht.org/distrimaps/geomaps/1506.jpg
Nervilia aragoana GAUD.,http://envis.frlht.org/distrimaps/geomaps/1510.jpg
Nervilia plicata SCHLTR,http://envis.frlht.org/distrimaps/geomaps/1511.jpg
Nilgirianthus ciliatus (NEES) BREMEK.,http://envis.frlht.org/distrimaps/geomaps/1515.jpg
Nymphaea alba L.,http://envis.frlht.org/distrimaps/geomaps/1518.jpg
Nymphaea lotus HOOK. F.( NON L).,http://envis.frlht.org/distrimaps/geomaps/1520.jpg
Nymphaea nouchali BURM. F.,http://envis.frlht.org/distrimaps/geomaps/1520.jpg
Nymphaea pubescens WILLD.,http://envis.frlht.org/distrimaps/geomaps/1520.jpg
Nymphaea rubra ROXB. EX ANDREWS,http://envis.frlht.org/distrimaps/geomaps/1520.jpg
Nymphoides macrospermum VASUDEVAN,http://envis.frlht.org/distrimaps/geomaps/1531.jpg
Ochrocarpus longifolius (WIGHT) T.ANDERSON,http://envis.frlht.org/distrimaps/geomaps/2470.jpg
Ocimum album L.,http://envis.frlht.org/distrimaps/geomaps/1535.jpg
Ocimum americanum L.,http://envis.frlht.org/distrimaps/geomaps/1533.jpg
Ocimum basilicum L.,http://envis.frlht.org/distrimaps/geomaps/1535.jpg
Ocimum basilicum L. Var. basilicum -,http://envis.frlht.org/distrimaps/geomaps/1535.jpg
Ocimum canum SIMS.,http://envis.frlht.org/distrimaps/geomaps/1533.jpg
Ocimum caryophyllatum SCHWEIG EX. SCHRAUK,http://envis.frlht.org/distrimaps/geomaps/1535.jpg
Ocimum pilosum WILLD.,http://envis.frlht.org/distrimaps/geomaps/1535.jpg
Odina wodier ROXB.,http://envis.frlht.org/distrimaps/geomaps/1281.jpg
Oldenlandia corymbosa L.,http://envis.frlht.org/distrimaps/geomaps/1107.jpg
Oldenlandia herbacea (L.) ROXB.,http://envis.frlht.org/distrimaps/geomaps/1110.jpg
Oldenlandia heynii BR. EX. G. DON,http://envis.frlht.org/distrimaps/geomaps/1110.jpg
Oldenlandia umbellata L.,http://envis.frlht.org/distrimaps/geomaps/1112.jpg
Onosma bracteatum WALL.,http://envis.frlht.org/distrimaps/geomaps/1549.jpg
Operculina turpethum (L.) S. MANSO,http://envis.frlht.org/distrimaps/geomaps/1553.jpg
Ophelia angustifolia D.DON,http://envis.frlht.org/distrimaps/geomaps/2003.jpg
Ophioxylon serpentinum L.,http://envis.frlht.org/distrimaps/geomaps/1787.jpg
Orchis latifolia L.,http://envis.frlht.org/distrimaps/geomaps/3511.jpg
Origanum vulgare L.,http://envis.frlht.org/distrimaps/geomaps/1564.jpg
Oroxylum indicum (L.) VENT.,http://envis.frlht.org/distrimaps/geomaps/1567.jpg
Orthosiphon glabratus BENTH.,http://envis.frlht.org/distrimaps/geomaps/1569.jpg
Orthosiphon thymiflorus (ROTH.) SLEASEN,http://envis.frlht.org/distrimaps/geomaps/1569.jpg
Oxalis corniculata L.,http://envis.frlht.org/distrimaps/geomaps/1576.jpg
Paederia foetida L.,http://envis.frlht.org/distrimaps/geomaps/1580.jpg
Paeonia emodi WALL. EX. ROYLE,http://envis.frlht.org/distrimaps/geomaps/1581.jpg
Pandanus fascicularis LAM.,http://envis.frlht.org/distrimaps/geomaps/1583.jpg
Pandanus odoratissimus L.F.,http://envis.frlht.org/distrimaps/geomaps/1583.jpg
Pandanus tectorius AUCT. NON SOLAND,http://envis.frlht.org/distrimaps/geomaps/1583.jpg
Paris polyphylla SMITH,http://envis.frlht.org/distrimaps/geomaps/1596.jpg
Passiflora foetida L.,http://envis.frlht.org/distrimaps/geomaps/1601.jpg
Pavonia odorata WILLD.,http://envis.frlht.org/distrimaps/geomaps/1605.jpg
Pavonia zeylanica CAV.,http://envis.frlht.org/distrimaps/geomaps/1606.jpg
Pedalium murex L.,http://envis.frlht.org/distrimaps/geomaps/1607.jpg
Peganum harmala L.,http://envis.frlht.org/distrimaps/geomaps/1608.jpg
Pentatropis nivalis (GMEL.) FIELD & WOOD.,http://envis.frlht.org/distrimaps/geomaps/1614.jpg
Pentatropis spiralis DECNE.,http://envis.frlht.org/distrimaps/geomaps/1614.jpg
Pergularia aktensa -,http://envis.frlht.org/distrimaps/geomaps/1617.jpg
Pergularia daemia (FORSK.) CHOIV.,http://envis.frlht.org/distrimaps/geomaps/1617.jpg
Pergularia extensa N.E.BR.,http://envis.frlht.org/distrimaps/geomaps/1617.jpg
Periploca aphylla DECNE.,http://envis.frlht.org/distrimaps/geomaps/1620.jpg
Periploca indica L.,http://envis.frlht.org/distrimaps/geomaps/1125.jpg
Periploca sylvestris RETZ.,http://envis.frlht.org/distrimaps/geomaps/1085.jpg
Peristrophe bicalyculata NEES,http://envis.frlht.org/distrimaps/geomaps/1621.jpg
Peristrophe paniculata (FORSK.) BRUMMITT,http://envis.frlht.org/distrimaps/geomaps/1621.jpg
Peucedanum grande CL.,http://envis.frlht.org/distrimaps/geomaps/1623.jpg
Pharbitis nil CHOIS.,http://envis.frlht.org/distrimaps/geomaps/1202.jpg
Pharnaceum cerviana L.,http://envis.frlht.org/distrimaps/geomaps/1444.jpg
Pharnaceum mollugo L.,http://envis.frlht.org/distrimaps/geomaps/1050.jpg
Phaseolus dalzellii COOKE,http://envis.frlht.org/distrimaps/geomaps/2190.jpg
Phaseolus pauciflorus DALZ.,http://envis.frlht.org/distrimaps/geomaps/2190.jpg
Phoenix pusilla GAERTN.,http://envis.frlht.org/distrimaps/geomaps/1633.jpg
Phyla nodiflora (L.) GREENE,http://envis.frlht.org/distrimaps/geomaps/1639.jpg
Phyllanthus amarus SCHUM. & THENN.,http://envis.frlht.org/distrimaps/geomaps/1645.jpg
Phyllanthus emblica L.,http://envis.frlht.org/distrimaps/geomaps/892.jpg
Phyllanthus fraternus WEBSTER,http://envis.frlht.org/distrimaps/geomaps/1645.jpg
Phyllanthus maderaspatensis L.,http://envis.frlht.org/distrimaps/geomaps/1648.jpg
Phyllanthus multiflorus WILLD.,http://envis.frlht.org/distrimaps/geomaps/1649.jpg
Phyllanthus niruri SENSU HOOK.F.Non Linn.,http://envis.frlht.org/distrimaps/geomaps/1645.jpg
Phyllanthus reticulatus POIR.,http://envis.frlht.org/distrimaps/geomaps/1649.jpg
Phyllanthus urinaria L.,http://envis.frlht.org/distrimaps/geomaps/1651.jpg
Physalis indica LAM.,http://envis.frlht.org/distrimaps/geomaps/1654.jpg
Physalis minima L.,http://envis.frlht.org/distrimaps/geomaps/1654.jpg
Picarasma guassioides -,http://envis.frlht.org/distrimaps/geomaps/1656.jpg
Picrasma quassioides BENNET,http://envis.frlht.org/distrimaps/geomaps/1656.jpg
Picrorhiza kurroa ROYLE EX BENTH.,http://envis.frlht.org/distrimaps/geomaps/1658.jpg
Picrorhiza scrophulariiflora PENNELL,http://envis.frlht.org/distrimaps/geomaps/1657.jpg
Picrorrhiza kurrooa BENTH.,http://envis.frlht.org/distrimaps/geomaps/1658.jpg
Piliostigma malabaricum (ROXB.) BENTH.,http://envis.frlht.org/distrimaps/geomaps/301.jpg
Pinus deodara ROXB.,http://envis.frlht.org/distrimaps/geomaps/485.jpg
Pinus gerardiana WALL.,http://envis.frlht.org/distrimaps/geomaps/1662.jpg
Pinus longifolia ROXB.,http://envis.frlht.org/distrimaps/geomaps/1663.jpg
Pinus roxburghii SARG.,http://envis.frlht.org/distrimaps/geomaps/1663.jpg
Pinus webbiana WALL. EX. LAMB.,http://envis.frlht.org/distrimaps/geomaps/10.jpg
Piper aurantiacum WALL.,http://envis.frlht.org/distrimaps/geomaps/1682.jpg
Piper auranticum -,http://envis.frlht.org/distrimaps/geomaps/1682.jpg
Piper bachystachyum WALL.,http://envis.frlht.org/distrimaps/geomaps/1676.jpg
Piper longum L.,http://envis.frlht.org/distrimaps/geomaps/1674.jpg
Piper mullesua D.DON,http://envis.frlht.org/distrimaps/geomaps/1676.jpg
Piper sylvaticum ROXB.,http://envis.frlht.org/distrimaps/geomaps/1681.jpg
Piper wallichii (MIQ.) HAND-MAZZ,http://envis.frlht.org/distrimaps/geomaps/1682.jpg
Pistacia chinensis BUNGE Subsp. integerrima (STEW) RECH.F.,http://envis.frlht.org/distrimaps/geomaps/1686.jpg
Pistacia integerrima STEW. EX BRANDIS,http://envis.frlht.org/distrimaps/geomaps/1686.jpg
Pistacia khinjuk STOCKS.,http://envis.frlht.org/distrimaps/geomaps/1686.jpg
Plantago erosa WALL. IN ROXB.,http://envis.frlht.org/distrimaps/geomaps/1696.jpg
Plantago lanceolata L.,http://envis.frlht.org/distrimaps/geomaps/1695.jpg
Plantago major L.,http://envis.frlht.org/distrimaps/geomaps/1696.jpg
Plantago media L.,http://envis.frlht.org/distrimaps/geomaps/1696.jpg
Plantago ovata FORSK.,http://envis.frlht.org/distrimaps/geomaps/1697.jpg
Pluchea lanceolata OLIVER & HIERN.,http://envis.frlht.org/distrimaps/geomaps/1704.jpg
Plumbago zeylanica L.,http://envis.frlht.org/distrimaps/geomaps/1709.jpg
Poa cynosuroides RETZ.,http://envis.frlht.org/distrimaps/geomaps/801.jpg
Podophyllum emodi WALL.,http://envis.frlht.org/distrimaps/geomaps/1713.jpg
Podophyllum hexandrum ROYLE,http://envis.frlht.org/distrimaps/geomaps/1713.jpg
Pogostemon heyneanus BENTH.,http://envis.frlht.org/distrimaps/geomaps/1716.jpg
Poinciana elata L.,http://envis.frlht.org/distrimaps/geomaps/772.jpg
Polanisia felina DC.,http://envis.frlht.org/distrimaps/geomaps/577.jpg
Polanisia icosandra WIGHT & ARN.,http://envis.frlht.org/distrimaps/geomaps/579.jpg
Polygonatum cirrhifolium ROYLE,http://envis.frlht.org/distrimaps/geomaps/1720.jpg
Polygonatum verticillatum (L.) ALL.,http://envis.frlht.org/distrimaps/geomaps/1721.jpg
Polygonum aviculare L.,http://envis.frlht.org/distrimaps/geomaps/1722.jpg
Pongamia glabra VENT.,http://envis.frlht.org/distrimaps/geomaps/788.jpg
Pongamia pinnata (L.) PIERRE,http://envis.frlht.org/distrimaps/geomaps/788.jpg
Pontederia vaginalis BLANCO,http://envis.frlht.org/distrimaps/geomaps/2644.jpg
Portulaca oleracea L.,http://envis.frlht.org/distrimaps/geomaps/1725.jpg
Potentilla nepalensis HOOK.,http://envis.frlht.org/distrimaps/geomaps/1727.jpg
Pothos officinalis ROXB.,http://envis.frlht.org/distrimaps/geomaps/1877.jpg
Prangos pabularia LINDL.,http://envis.frlht.org/distrimaps/geomaps/382.jpg
Premna integrifolia L.,http://envis.frlht.org/distrimaps/geomaps/1730.jpg
Premna latifolia ROXB. Var. mucronata C.B. CLARKE,http://envis.frlht.org/distrimaps/geomaps/1734.jpg
Premna mucronata ROXB.,http://envis.frlht.org/distrimaps/geomaps/1734.jpg
Premna obtusifolia R. BR.,http://envis.frlht.org/distrimaps/geomaps/1730.jpg
Premna serratifolia L.,http://envis.frlht.org/distrimaps/geomaps/1730.jpg
Premna spinosa ROXB.,http://envis.frlht.org/distrimaps/geomaps/1730.jpg
Prosopis cineraria (L.) DRUCE,http://envis.frlht.org/distrimaps/geomaps/1735.jpg
Prosopis spicigera L.,http://envis.frlht.org/distrimaps/geomaps/1735.jpg
Prunus cerasoides D.DON,http://envis.frlht.org/distrimaps/geomaps/1747.jpg
Prunus puddum (WALL.) ROXB. EX BRANDIS,http://envis.frlht.org/distrimaps/geomaps/1747.jpg
Pseudarthria viscida WIGHT & ARN.,http://envis.frlht.org/distrimaps/geomaps/1755.jpg
Psoralea corylifolia L.,http://envis.frlht.org/distrimaps/geomaps/1761.jpg
Pterocarpus marsupium ROXB.,http://envis.frlht.org/distrimaps/geomaps/1763.jpg
Pterocarpus santalinus L.F.,http://envis.frlht.org/distrimaps/geomaps/1764.jpg
Pterospermum canescens ROXB.,http://envis.frlht.org/distrimaps/geomaps/1767.jpg
Pterospermum suberifolium (L.) LAM.,http://envis.frlht.org/distrimaps/geomaps/1767.jpg
Pueraria tuberosa (ROXB. EX. WILLD.) DC.,http://envis.frlht.org/distrimaps/geomaps/1770.jpg
Puneeria coagulans STOCKS.,http://envis.frlht.org/distrimaps/geomaps/2229.jpg
Punica granatum L.,http://envis.frlht.org/distrimaps/geomaps/1771.jpg
Quassia indica (GAERTN.) NOOTEBOOM,http://envis.frlht.org/distrimaps/geomaps/2854.jpg
Quercus incana ROXB.,http://envis.frlht.org/distrimaps/geomaps/1778.jpg
Quercus leucotrichophora A. CAMUS,http://envis.frlht.org/distrimaps/geomaps/1778.jpg
Radermachera xylocarpa (ROXB.) SCHUM.,http://envis.frlht.org/distrimaps/geomaps/1780.jpg
Randia dumetorum LAM.,http://envis.frlht.org/distrimaps/geomaps/477.jpg
Randia longispina DC.,http://envis.frlht.org/distrimaps/geomaps/477.jpg
Randia spinosa POIR.,http://envis.frlht.org/distrimaps/geomaps/477.jpg
Ranunculus sceleratus L.,http://envis.frlht.org/distrimaps/geomaps/1785.jpg
Rauvolfia serpentina (L.) BENTH. EX KURZ,http://envis.frlht.org/distrimaps/geomaps/1787.jpg
Rhabdia lycioides SENU CL.,http://envis.frlht.org/distrimaps/geomaps/1814.jpg
Rhaphidophora laciniata (BURM.F.) MERR.,http://envis.frlht.org/distrimaps/geomaps/2574.jpg
Rhaphidophora pertusa SCHOTT,http://envis.frlht.org/distrimaps/geomaps/2574.jpg
Rheum australe D.DON,http://envis.frlht.org/distrimaps/geomaps/1792.jpg
Rheum emodi WALL. EX MEIM,http://envis.frlht.org/distrimaps/geomaps/1792.jpg
Rheum moorcroftianum ROYLE,http://envis.frlht.org/distrimaps/geomaps/1794.jpg
Rheum nobile HOOK.F. & THOMS,http://envis.frlht.org/distrimaps/geomaps/1795.jpg
Rheum spiciforeme ROYLE,http://envis.frlht.org/distrimaps/geomaps/1799.jpg
Rheum spiciforme ROYLE,http://envis.frlht.org/distrimaps/geomaps/1799.jpg
Rheum webbianum ROYLE,http://envis.frlht.org/distrimaps/geomaps/1800.jpg
Rhododendron anthopogon D.DON,http://envis.frlht.org/distrimaps/geomaps/1803.jpg
Rhododendron arboreum SM.,http://envis.frlht.org/distrimaps/geomaps/1804.jpg
Rhus succedanea L.,http://envis.frlht.org/distrimaps/geomaps/1806.jpg
Rosa brunonii LINDL.,http://envis.frlht.org/distrimaps/geomaps/4528.jpg
Rosa moschata HERRM.,http://envis.frlht.org/distrimaps/geomaps/4528.jpg
Rotula aquatica LOUR.,http://envis.frlht.org/distrimaps/geomaps/1814.jpg
Saccharum munja ROXB.,http://envis.frlht.org/distrimaps/geomaps/1831.jpg
Saccharum sara ROXB.,http://envis.frlht.org/distrimaps/geomaps/1831.jpg
Saccharum spontaneum L.,http://envis.frlht.org/distrimaps/geomaps/1834.jpg
Saccolabium papillosum LINDL.,http://envis.frlht.org/distrimaps/geomaps/40.jpg
Salacia chinensis L.,http://envis.frlht.org/distrimaps/geomaps/1835.jpg
Salacia reticulata WIGHT,http://envis.frlht.org/distrimaps/geomaps/1836.jpg
Salix tetrasperma ROXB.,http://envis.frlht.org/distrimaps/geomaps/1838.jpg
Salmalia malabarica SCHOTT & ENDL.,http://envis.frlht.org/distrimaps/geomaps/339.jpg
Salvadora oleoides DECNE,http://envis.frlht.org/distrimaps/geomaps/1839.jpg
Salvadora persica L.,http://envis.frlht.org/distrimaps/geomaps/1841.jpg
Salvadora persica L. Var. wightiana (PLANCH EX THW.) VERDC.,http://envis.frlht.org/distrimaps/geomaps/1841.jpg
Salvia aegyptiaca L.,http://envis.frlht.org/distrimaps/geomaps/1842.jpg
Salvia plebeia R.BR.,http://envis.frlht.org/distrimaps/geomaps/1843.jpg
Samadera indica GAERTN.,http://envis.frlht.org/distrimaps/geomaps/2854.jpg
Samadera lucida WALL.,http://envis.frlht.org/distrimaps/geomaps/2854.jpg
Santalum album L.,http://envis.frlht.org/distrimaps/geomaps/1849.jpg
Sapindus emarginatus VAHL.,http://envis.frlht.org/distrimaps/geomaps/1851.jpg
Sapindus mukorossi GAERTN.,http://envis.frlht.org/distrimaps/geomaps/1854.jpg
Saraca asoca (ROXB.) DE WILDE,http://envis.frlht.org/distrimaps/geomaps/1857.jpg
Saraca indica AUCT. NON L.,http://envis.frlht.org/distrimaps/geomaps/1857.jpg
Saussurea auriculata (DC.) SCH.,http://envis.frlht.org/distrimaps/geomaps/1867.jpg
Saussurea costus (FALC.) LIPSCH.,http://envis.frlht.org/distrimaps/geomaps/3970.jpg
Saussurea lappa C.B.CL.,http://envis.frlht.org/distrimaps/geomaps/3970.jpg
Saxifraga ligulata WALL.,http://envis.frlht.org/distrimaps/geomaps/313.jpg
Schizachyrium exile STAPF.,http://envis.frlht.org/distrimaps/geomaps/1871.jpg
Schleichera oleosa (LOUR.) OKEN,http://envis.frlht.org/distrimaps/geomaps/1872.jpg
Schleichera trijuga WILLD.,http://envis.frlht.org/distrimaps/geomaps/1872.jpg
Schlerichera trijuga WILLD.,http://envis.frlht.org/distrimaps/geomaps/1872.jpg
Schrebera swietenioides ROXB.,http://envis.frlht.org/distrimaps/geomaps/1873.jpg
Schweinfurthia papilionacea MERRILL,http://envis.frlht.org/distrimaps/geomaps/4559.jpg
Schweinfurthia sphaerocarpa A.BR.,http://envis.frlht.org/distrimaps/geomaps/4559.jpg
Scindapsus officinalis SCHOTT.,http://envis.frlht.org/distrimaps/geomaps/1877.jpg
Scolopia aculeata SM.,http://envis.frlht.org/distrimaps/geomaps/2092.jpg
Securinega leucopyrus (WILLD.) MUELL.-ARG.,http://envis.frlht.org/distrimaps/geomaps/1883.jpg
Selinum candollei DC.,http://envis.frlht.org/distrimaps/geomaps/1886.jpg
Selinum tenuifolium WALL. EX DC.,http://envis.frlht.org/distrimaps/geomaps/1886.jpg
Semecarpus anacardium L. F.,http://envis.frlht.org/distrimaps/geomaps/1888.jpg
Seseli diffusum (ROXB. EX. SM.) SAMT,http://envis.frlht.org/distrimaps/geomaps/1903.jpg
Seseli indicum WIGHT & ARN.,http://envis.frlht.org/distrimaps/geomaps/1903.jpg
Shorea robusta GAERTN. F.,http://envis.frlht.org/distrimaps/geomaps/1908.jpg
Sida acuta BURM. F.,http://envis.frlht.org/distrimaps/geomaps/1909.jpg
Sida carpinifolia L.,http://envis.frlht.org/distrimaps/geomaps/1909.jpg
Sida cordifolia L.,http://envis.frlht.org/distrimaps/geomaps/1915.jpg
Sida lanceolata ROXB.,http://envis.frlht.org/distrimaps/geomaps/1909.jpg
Sida mauritiana JACQ.,http://envis.frlht.org/distrimaps/geomaps/18.jpg
Sida rhombifolia L.,http://envis.frlht.org/distrimaps/geomaps/1918.jpg
Sida rhombifolia L. Subsp. rhombifolia -,http://envis.frlht.org/distrimaps/geomaps/1918.jpg
Sideroxylon spinosum WILLD.,http://envis.frlht.org/distrimaps/geomaps/1000.jpg
Sisymbrium irio L.,http://envis.frlht.org/distrimaps/geomaps/1928.jpg
Smilax aspera L.,http://envis.frlht.org/distrimaps/geomaps/1929.jpg
Smilax lanceifolia ROXB.,http://envis.frlht.org/distrimaps/geomaps/1932.jpg
Smilax zeylanica L.,http://envis.frlht.org/distrimaps/geomaps/1934.jpg
Solanum americanum MILL.,http://envis.frlht.org/distrimaps/geomaps/1952.jpg
Solanum anguivi LAM.,http://envis.frlht.org/distrimaps/geomaps/1938.jpg
Solanum indicum L.,http://envis.frlht.org/distrimaps/geomaps/1938.jpg
Solanum jacquini WILLD.,http://envis.frlht.org/distrimaps/geomaps/1960.jpg
Solanum nigrum L.,http://envis.frlht.org/distrimaps/geomaps/1952.jpg
Solanum sarmentosum NEES,http://envis.frlht.org/distrimaps/geomaps/1960.jpg
Solanum surattense BURM. F.,http://envis.frlht.org/distrimaps/geomaps/1960.jpg
Solanum trilobatum L.,http://envis.frlht.org/distrimaps/geomaps/1957.jpg
