Botanical Name,Family,Systems,Synonym,Image URL,Detail URL
Teramnus labialis (L.F.) SPRENG.,FABACEAE,"Ayurveda, Siddha, Folk, Sowa-Rigpa",Glycine labialis L.F.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/4aea6ebfaefe12f31f04100b9c6edbe3
Terminalia alata HEYNE EX ROTH.,COMBRETACEAE,"Ayurveda, Siddha, Folk, Sowa-Rigpa",Terminalia tomentosa (ROXB.) WIGHT. & ARN.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/86057de192d9bbcf3e44e0e5333f2b64
Terminalia arjuna (ROXB.) WIGHT & ARN.,COMBRETACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/99fb9bdc36beb315723723c5c92057a3
"Terminalia bellirica (GAERTN.) ROXB. X Family - COMBRETACEAE System(s) of Indian Medicine - Ayurveda, Siddha, Unani, Folk Botanical Synonyms (2) - Terminalia bellerica ROXB. Terminalia bellerica ROXB. var. laurinoides CL.",COMBRETACEAE,"Ayurveda, Siddha, Unani, Folk",Terminalia bellerica ROXB. Terminalia bellerica ROXB. var. laurinoides CL.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/74ea462d0dcfe9b55fde6363be35f860/xclkon/e7c274c1b5e01be0b009459d126eaa4d
"Terminalia bellirica (GAERTN.) ROXB. X Family - COMBRETACEAE System(s) of Indian Medicine - Ayurveda, Siddha, Unani, Folk Botanical Synonyms (2) - Terminalia bellerica ROXB. Terminalia bellerica ROXB. var. laurinoides CL.",COMBRETACEAE,"Ayurveda, Siddha, Unani, Folk",Terminalia bellerica ROXB. Terminalia bellerica ROXB. var. laurinoides CL.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/74ea462d0dcfe9b55fde6363be35f860/xclkon/8ae1114f52cf96ea2bb2c928b89169bb
"Terminalia bellirica (GAERTN.) ROXB. X Family - COMBRETACEAE System(s) of Indian Medicine - Ayurveda, Siddha, Unani, Folk Botanical Synonyms (2) - Terminalia bellerica ROXB. Terminalia bellerica ROXB. var. laurinoides CL.",COMBRETACEAE,"Ayurveda, Siddha, Unani, Folk",Terminalia bellerica ROXB. Terminalia bellerica ROXB. var. laurinoides CL.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/74ea462d0dcfe9b55fde6363be35f860
Terminalia catappa L.,COMBRETACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/b9880fdf888850fe2f4fc4134a4e94fa
Terminalia chebula RETZ. & WILLD.,COMBRETACEAE,"Ayurveda, Siddha, Unani, Homeopathy, Folk, Sowa-Rigpa",,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/1c090b5873f7cf6d85f730f4e934ce43
,COMBRETACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/c9cc216f61884c10613da2aca472512d
,COMBRETACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/6a861c7696903b246df02dc2554cedca
,COMBRETACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/930adffed454725cd819c95037643c44
Terminalia paniculata ROTH,COMBRETACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/456660426a4e4fe06fc14188081c3c62
Terminalia chebula RETZ. & WILLD.,COMBRETACEAE,"Ayurveda, Siddha, Unani, Homeopathy, Folk, Sowa-Rigpa",,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/1c090b5873f7cf6d85f730f4e934ce43/xclkon/eba3779f4cbccce0f2323fa4b903b6a4
Terminalia alata HEYNE EX ROTH.,COMBRETACEAE,"Ayurveda, Siddha, Folk, Sowa-Rigpa",Terminalia tomentosa (ROXB.) WIGHT. & ARN.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/86057de192d9bbcf3e44e0e5333f2b64/xclkon/5cf3224103a3f496a17796df9c4cee99
Tetracera scandens (L.) MERR,DILLENIACEAE,"Ayurveda, Folk",,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/302b15d9541dfb162fbfdd1b15a2fe25
Thalictrum foliolosum DC.,RANUNCULACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/8329dbfc329003a3b3ad1161608b00ac
Thespesia lampas (CAV.) DALZ. EX DALZ.,MALVACEAE,"Ayurveda, Siddha, Folk",Azanza lampas (CAV.) ALEF.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/dce52209e08745bc3ad7912e59b35047
Thespesia populnea (L.) SOL.EX. CORREA,MALVACEAE,"Ayurveda, Siddha, Unani, Folk",Hibiscus populneus L.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/2cb098aab4546846e90d3847fd23c2b2
Cascabela thevetia (L.) LIPPOLD,APOCYNACEAE,"Ayurveda, Siddha, Homeopathy, Folk, Sowa-Rigpa",Thevetia neriifolia JUSS. EX. STEUDEL,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/5d98e136bf835caf4ca695c306d4299f/xclkon/b7ed09bfd52a6f46b3806c201d93e242
Cascabela thevetia (L.) LIPPOLD,APOCYNACEAE,"Ayurveda, Siddha, Homeopathy, Folk, Sowa-Rigpa",Thevetia neriifolia JUSS. EX. STEUDEL,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/5d98e136bf835caf4ca695c306d4299f/xclkon/f555ec23be2a626c6e279cccb93d0a68
,LAMIACEAE,"Ayurveda, Unani, Homeopathy, Folk",,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/864390e41471024ac71fcfada20e4a86/xclkon/cf1e879d6e0c4478328acc26a8c81fd9
Thysanolaena maxima (ROXB.) KUNTZE,POACEAE,"Ayurveda, Folk, Sowa-Rigpa",,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/ebd705058811d25aac1cbe75f327bd20/xclkon/8b0668e11db5354512cc8fa5c301231d
Thysanolaena maxima (ROXB.) KUNTZE,POACEAE,"Ayurveda, Folk, Sowa-Rigpa",,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/ebd705058811d25aac1cbe75f327bd20
,POACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/deb6873d4d874e7cbd3454703404ef0d
Heliotropium indicum L.,BORAGINACEAE,"Ayurveda, Siddha, Unani, Folk",,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/c9fb71a0860e0d8a65c8c53554b10171/xclkon/1f836623693cfa7306698e6c87911a07
Tinospora cordifolia (WILLD.) HOOK.F. & THOMS.,MENISPERMACEAE,"Ayurveda, Siddha, Unani, Homeopathy, Folk, Sowa-Rigpa",Cocculus cordifolius (WILLD.) DC. Menispermum cordifolium WILLD.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/3a227d75a9ed29dd6632ef3de7bb0289
Tinospora sinensis (LOUR.) MERR.,MENISPERMACEAE,"Ayurveda, Siddha, Folk",Tinospora malabarica (LAM.) HOOK F. & THOMS.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/6afe7a03ff6471d6d529a33af35f7db7/xclkon/197237f4ce6e52a222720e3d35c2a7de
Tinospora sinensis (LOUR.) MERR.,MENISPERMACEAE,"Ayurveda, Siddha, Folk",Tinospora malabarica (LAM.) HOOK F. & THOMS.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/6afe7a03ff6471d6d529a33af35f7db7
Tinospora sinensis (LOUR.) MERR.,MENISPERMACEAE,"Ayurveda, Siddha, Folk",Tinospora malabarica (LAM.) HOOK F. & THOMS.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/6afe7a03ff6471d6d529a33af35f7db7/xclkon/c00992191bf4df793d2dc9e2590167f2
Toddalia asiatica (L.) LAM.,RUTACEAE,"Ayurveda, Siddha, Folk",Scolopia aculeata SM.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/96f20205aea37f5df8b167fbe9761d22/xclkon/40a881478e2ce829a5e5a8b362abfdd0
Toddalia asiatica (L.) LAM.,RUTACEAE,"Ayurveda, Siddha, Folk",Scolopia aculeata SM.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/96f20205aea37f5df8b167fbe9761d22
Vepris bilocularis (WIGHT & ARN.) ENGL.,RUTACEAE,"Ayurveda, Folk",Toddalia bilocularis W. & A.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/17b1d5dd40bb1607b80604cffca49b87/xclkon/fae55a68918641f19906aaf4109fa463
Cedrela toona ROXB.,MELIACEAE,"Ayurveda, Siddha, Unani, Folk",Teona ciliata ROEM. Toona ciliata ROEM.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/52c82345cac6d02ebb5565290d2a1171/xclkon/296cfdd4a2e3d8aa9d79bb88bcc329ef
,SCROPHULARIACEAE,"Ayurveda, Siddha, Folk",,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/7697ed2f7614fc94766ad2f3c6601046/xclkon/3d703398c1bc8b178a951a593b820a39
,SCROPHULARIACEAE,"Ayurveda, Siddha, Folk",,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/7697ed2f7614fc94766ad2f3c6601046
Trachyspermum ammi (L.) SPRAGUE,APIACEAE,"Ayurveda, Siddha, Unani, Folk, Sowa-Rigpa",Carum copticum BENTH.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/30456577a3723bdb91e400b8b7993f8c
Trachyspermum roxburghianum (DC.) CRAIB,APIACEAE,"Ayurveda, Siddha, Unani, Folk",Carum roxburghianum KURZ.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/de4d1df014cf5312e958df4df1806039
Tragia bicolor MIQ.,EUPHORBIACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/8518028f4be71d092f7ec6ece0df1a6c
Tragia cannabina L.F.,EUPHORBIACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/07d3d8b18b5852b61d1de1edefcc060e
,EUPHORBIACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/76214503997a4763deaab22286aec85b
,EUPHORBIACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/b01a1fd60173f420a8968502cd3217e5
Tragia involucrata L.,EUPHORBIACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/203d31d36424aa51a59e67b391b11cd2
"Trapa natans L. X Family - TRAPACEAE System(s) of Indian Medicine - Ayurveda, Siddha, Unani, Folk Botanical Synonyms (3) - Trapa bicornis L. F. Trapa bispinosa ROXB.",TRAPACEAE,"Ayurveda, Siddha, Unani, Folk",Trapa bicornis L. F. Trapa bispinosa ROXB.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/799e694af67e27103923c13b96c17c88/xclkon/8e0cb253d81f0e515da8f9b4fb5e8187
"Trapa natans L. X Family - TRAPACEAE System(s) of Indian Medicine - Ayurveda, Siddha, Unani, Folk Botanical Synonyms (3) - Trapa bicornis L. F. Trapa bispinosa ROXB.",TRAPACEAE,"Ayurveda, Siddha, Unani, Folk",Trapa bicornis L. F. Trapa bispinosa ROXB.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/799e694af67e27103923c13b96c17c88/xclkon/6cd791fd69e9053cf6cbcb60d3adf819
"Trapa natans L. X Family - TRAPACEAE System(s) of Indian Medicine - Ayurveda, Siddha, Unani, Folk Botanical Synonyms (3) - Trapa bicornis L. F. Trapa bispinosa ROXB.",TRAPACEAE,"Ayurveda, Siddha, Unani, Folk",Trapa bicornis L. F. Trapa bispinosa ROXB.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/799e694af67e27103923c13b96c17c88
"Trapa natans L. X Family - TRAPACEAE System(s) of Indian Medicine - Ayurveda, Siddha, Unani, Folk Botanical Synonyms (3) - Trapa bicornis L. F. Trapa bispinosa ROXB.",TRAPACEAE,"Ayurveda, Siddha, Unani, Folk",Trapa bicornis L. F. Trapa bispinosa ROXB.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/799e694af67e27103923c13b96c17c88/xclkon/5067dba0b11cc4c27a497bd99e16be7c
Trema orientalis BL.,ULMACEAE,"Ayurveda, Siddha, Folk",,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/6386e337568c15d7b94fb65fb3857cfb
Trewia nudiflora L.,EUPHORBIACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/ceea966f718769aee7e35819054b4d07
Zaleya decandra (L.) BURM. F.,AIZOACEAE,"Ayurveda, Siddha, Folk",Trianthema decandra L. MANT.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/1372e484a4544888cd653df753bfaf83/xclkon/c72ff456a59ea3b9fe163df8f041a0bd
Trianthema portulacastrum L.,AIZOACEAE,"Ayurveda, Siddha, Folk",Trianthema monogyna L.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/2df78fec71f8a7390767f6a3406b4b8f/xclkon/9a0d5d2926de6d25f1bb70a5c4259d2b
Trianthema portulacastrum L.,AIZOACEAE,"Ayurveda, Siddha, Folk",Trianthema monogyna L.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/2df78fec71f8a7390767f6a3406b4b8f
Tribulus lanuginosus L.,ZYGOPHYLLACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/8a31833a6d8d9c6be15e53a3491d27d8
Atalantia monophylla CORR.,RUTACEAE,"Ayurveda, Siddha, Folk",,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/03e6ba682e2d25c6bd3815a9202536d8/xclkon/4366c0ad5244dd461e05689c0c114e6c
Trichodesma indicum R.BR.,BORAGINACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/38ac72734be9d4e7aae2448ad9d8b407
Trichodesma zeylanicum R.BR.,BORAGINACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/06f10c1fd0fda565fd8888e0e798ab39
Tricholepis glaberrima DC.,ASTERACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/2f57a77e2ee2a731b67113510c90833a
Trichosanthes anguina L.,CUCURBITACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/f7cedd9933155d80eb3d2383c720264b
Trichosanthes tricuspidata LOUR.,CUCURBITACEAE,"Ayurveda, Siddha, Unani, Folk",Trichosanthes bracteata (LAM.) VOIGT.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/10c009ddee3335e9c1322070d94244f8/xclkon/d20b123488676803b3a199344d789db9
Trichosanthes cordata ROXB.,CUCURBITACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/ac9cf86bc5e31644057b8166d6c0fb27
Trichosanthes cucumerina L.,CUCURBITACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/8f2570e1527708ce5a2b15f50a8da412
Trichosanthes dioica ROXB.,CUCURBITACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/41cf9dd964d4c6534572145645ac9589
Trichosanthes tricuspidata LOUR.,CUCURBITACEAE,"Ayurveda, Siddha, Unani, Folk",Trichosanthes bracteata (LAM.) VOIGT.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/10c009ddee3335e9c1322070d94244f8/xclkon/d42862165a7158239f78e1702c7d9509
Trichosanthes lobata ROXB.,CUCURBITACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/4c35057af090dbaff4a2df93fe67fe7c
Trichosanthes tricuspidata LOUR.,CUCURBITACEAE,"Ayurveda, Siddha, Unani, Folk",Trichosanthes bracteata (LAM.) VOIGT.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/10c009ddee3335e9c1322070d94244f8/xclkon/9f91fec85fa27e205b8b73f3d416ea6b
Trichosanthes tricuspidata LOUR.,CUCURBITACEAE,"Ayurveda, Siddha, Unani, Folk",Trichosanthes bracteata (LAM.) VOIGT.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/10c009ddee3335e9c1322070d94244f8
Tridax procumbens L.,ASTERACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/1ab83c76f1c09cacf351ac6476d2541c
,FABACEAE,"Ayurveda, Unani, Homeopathy",,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/1772cff74942c87775cdd487df44d3d2/xclkon/d308c11efa3595c3bf2cdeb4b9f8e483
Trigonella corniculata L.,FABACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/a83ff2bd84b2aacbee5ed4e5625295e5
Trigonella foenum-graecum L.,FABACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/f4f94984f63807963edf1f9876b1b1c9
Triumfetta rhomboidea JACQ.,TILIACEAE,"Ayurveda, Siddha, Folk",Trimufetta rhomboidea JACQ. Triumfetta bartramia L.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/bcce1ec86f24f6da681fb23f80151b5e/xclkon/396bb1c10f13ab257e76af7e5733f89d
Triticum aestivum L.,POACEAE,"Ayurveda, Siddha, Unani, Folk",Triticum sativum LAM. Triticum vulgare WILL.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/3a9112b40b7e8b1aa8abd33288fde4c3
Triticum aestivum L.,POACEAE,"Ayurveda, Siddha, Unani, Folk",Triticum sativum LAM. Triticum vulgare WILL.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/3a9112b40b7e8b1aa8abd33288fde4c3/xclkon/eed5223dce18f75a9710f5a6568e0492
Triticum aestivum L.,POACEAE,"Ayurveda, Siddha, Unani, Folk",Triticum sativum LAM. Triticum vulgare WILL.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/3a9112b40b7e8b1aa8abd33288fde4c3/xclkon/fb33e34375b6f9166c1c900ba273f64f
Triumfetta rhomboidea JACQ.,TILIACEAE,"Ayurveda, Siddha, Folk",Trimufetta rhomboidea JACQ. Triumfetta bartramia L.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/bcce1ec86f24f6da681fb23f80151b5e/xclkon/6dafe3d3d20ec7c91f46b0768c5a5519
Triumfetta rhomboidea JACQ.,TILIACEAE,"Ayurveda, Siddha, Folk",Trimufetta rhomboidea JACQ. Triumfetta bartramia L.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/bcce1ec86f24f6da681fb23f80151b5e
Triumfetta rotundifolia LAM.,TILIACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/427434d878d5f9cdf9926ed3d54ebfab
Streblus asper LOUR.,MORACEAE,"Ayurveda, Siddha, Folk",,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/f4edbb3dc062cd9cf2e810d93a2163be/xclkon/e4edb4f1f287b573f964035966bab663
,LYCOPERDACEAE(FUNGUS),,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/fe5fa70ed3ebf0666feab6c76670844b
Tylophora indica (BURM.F.) MERRILL,ASCLEPIADACEAE,"Ayurveda, Siddha, Homeopathy, Folk",Asclepias asthmatica WILLD.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/1549400588c63584c7fe0037adf8a4e2/xclkon/917a3aae49ded4157e5b331b10b5cbbe
Tylophora fasciculata BUCH.-HAM. EX WIGHT,ASCLEPIADACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/2829e2e811d2932e6010e2ff244b64d3
Tylophora indica (BURM.F.) MERRILL,ASCLEPIADACEAE,"Ayurveda, Siddha, Homeopathy, Folk",Asclepias asthmatica WILLD.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/1549400588c63584c7fe0037adf8a4e2
Typha angustata BORY & CHAUB,TYPHACEAE,"Ayurveda, Unani, Sowa-Rigpa",Typha angustifolia L.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/a558896dba24db198ba0d82f09e264f3
Typha angustata BORY & CHAUB,TYPHACEAE,"Ayurveda, Unani, Sowa-Rigpa",Typha angustifolia L.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/a558896dba24db198ba0d82f09e264f3/xclkon/bd3a08a50f64d66e509ac9001dd51b2e
,TYPHACEAE,"Ayurveda, Siddha, Folk",,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/99716c273a6973aaf2f8c64b19a9a67a
,TYPHACEAE,"Ayurveda, Siddha, Folk",,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/99716c273a6973aaf2f8c64b19a9a67a/xclkon/64802e2f21d5a83c893705969ef3da6b
,TYPHACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/5c35a1326ca8f7a3a2209ff89070612c
,RUBIACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/395bc40ddd513b21c0ece7c99bca0046
,RUBIACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/b24509b96e5fe6dccd5533430b8e4efd
Uvaria narum (DUNAL) WALL EX WIGHT,ANNONACEAE,"Ayurveda, Siddha",Unona narum DUN,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/30714778c9b213de0658f8db10cc04d9/xclkon/55000eaababc9ee8fbf164471bb80837
Uraria rufescens (DC.) SCHINDL.,FABACEAE,"Ayurveda, Folk",Uraria hamosa WALL. EX WIGHT & ARN.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/6a51729911963f4064aefbef2dd454a7/xclkon/06e274c6c293a5a52b1f3885c379e3ef
Uraria lagopodioides DC.,FABACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/a745e6511f2c75d1fa248d140557f784
Uraria picta DESV.,FABACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/f4e82744c0c8bde20d33e0ab5275ea5e
Uraria rufescens (DC.) SCHINDL.,FABACEAE,"Ayurveda, Folk",Uraria hamosa WALL. EX WIGHT & ARN.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/6a51729911963f4064aefbef2dd454a7
Urena lobata L.,MALVACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/f01b044e964868161e27d2b032a1e6af
,MALVACEAE,"Ayurveda, Siddha, Folk",,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/af650223ecff6a58df1d56a9bfe83fca/xclkon/9427ab843ad0933f22125dc31aa2f54f
,MALVACEAE,"Ayurveda, Siddha, Folk",,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/af650223ecff6a58df1d56a9bfe83fca
Drimia indica (ROXB.) J.P. JESSOP,LILIACEAE,"Ayurveda, Siddha, Unani, Folk",Urginea indica (ROXB) KUNTH.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/6ddd9f01a806249ae8306064b767007a/xclkon/6689ee33b13257da64c29d622d98007e
Urtica dioica L.,URTICACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/585a92dc3364bcf9e36bc6ff58291de1
Uvaria narum (DUNAL) WALL EX WIGHT,ANNONACEAE,"Ayurveda, Siddha",Unona narum DUN,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/30714778c9b213de0658f8db10cc04d9
Valeriana hardwickii WALL.,VALERIANACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/cc75fd98be263a011e1e2c483d5e5835
Valeriana jatamansi JONES,VALERIANACEAE,"Ayurveda, Siddha, Unani, Folk, Sowa-Rigpa",Valeriana wallichii DC.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/b3a8baa0289e77e7553be34f2edd76a3
,VALERIANACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/398ca628f4b2d4d8eb6a0500fe1725ee
,VALERIANACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/90ac6bb2da11ca14cdb19026e29584b0
Valeriana jatamansi JONES,VALERIANACEAE,"Ayurveda, Siddha, Unani, Folk, Sowa-Rigpa",Valeriana wallichii DC.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/b3a8baa0289e77e7553be34f2edd76a3/xclkon/4c350576293cd1fc586d95682d8829ec
Vallaris solanacea (ROTH.) KUNTZE.,APOCYNACEAE,Ayurveda,Vallaris heynei SPRENG.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/0c6b636f728d229222318d0f1987a3de/xclkon/4b0c25e59b722965755f63b289cb24c7
Vallaris solanacea (ROTH.) KUNTZE.,APOCYNACEAE,Ayurveda,Vallaris heynei SPRENG.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/0c6b636f728d229222318d0f1987a3de
,ORCHIDACEAE,"Ayurveda, Siddha, Unani, Folk",,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/b4a68ee7faf972769d84e5807bcc987a/xclkon/6580f6265ff0441d7228d3aca933d27f
,ORCHIDACEAE,"Ayurveda, Siddha, Unani, Folk",,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/b4a68ee7faf972769d84e5807bcc987a
Meyna laxiflora ROBYNS,RUBIACEAE,Ayurveda,Vangueria spinosa SENSU HOOK.F.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/98c810ae2787dceac870f83ad3b436de/xclkon/e5b14d150cddbfd8b162e299e25364d4
Vateria indica L.,DIPTEROCARPACEAE,"Ayurveda, Siddha, Unani, Folk",Vateria malabarica BLUME,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/4cb53b81e86d019935c6dc402d6307ca
